"Country or Area";"Year";"Area";"Type of household";"Sex of reference person";"Marital status of reference person";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"New Zealand";"2006";"Total";"Unknown";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2011";"12";"2"
"New Zealand";"2006";"Total";"Unknown";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2011";"9";"2"
"New Zealand";"2006";"Total";"Unknown";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2011";"3";"2"
"New Zealand";"2006";"Total";"Unknown";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2011";"14310";"2"
"New Zealand";"2001";"Total";"Total";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1327527";"2"
"New Zealand";"2001";"Total";"Total";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"292032";"2"
"New Zealand";"2001";"Total";"Total";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"638055";"2"
"New Zealand";"2001";"Total";"Total";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"130485";"2"
"New Zealand";"2001";"Total";"Total";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"127155";"2"
"New Zealand";"2001";"Total";"Total";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"73641";"2"
"New Zealand";"2001";"Total";"Total";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"66162";"2"
"New Zealand";"2001";"Total";"Total";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"601152";"2"
"New Zealand";"2001";"Total";"Total";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"122463";"2"
"New Zealand";"2001";"Total";"Total";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"343881";"2"
"New Zealand";"2001";"Total";"Total";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"25764";"2"
"New Zealand";"2001";"Total";"Total";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"48462";"2"
"New Zealand";"2001";"Total";"Total";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"29040";"2"
"New Zealand";"2001";"Total";"Total";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"31545";"2"
"New Zealand";"2001";"Total";"Total";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"726375";"2"
"New Zealand";"2001";"Total";"Total";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"169569";"2"
"New Zealand";"2001";"Total";"Total";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"294177";"2"
"New Zealand";"2001";"Total";"Total";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"104724";"2"
"New Zealand";"2001";"Total";"Total";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"78693";"2"
"New Zealand";"2001";"Total";"Total";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"44601";"2"
"New Zealand";"2001";"Total";"Total";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"34614";"2"
"New Zealand";"2001";"Total";"One-person household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"302031";"2"
"New Zealand";"2001";"Total";"One-person household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"89067";"2"
"New Zealand";"2001";"Total";"One-person household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"10788";"2"
"New Zealand";"2001";"Total";"One-person household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"102924";"2"
"New Zealand";"2001";"Total";"One-person household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"54564";"2"
"New Zealand";"2001";"Total";"One-person household";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"25764";"2"
"New Zealand";"2001";"Total";"One-person household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"18921";"2"
"New Zealand";"2001";"Total";"One-person household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"126696";"2"
"New Zealand";"2001";"Total";"One-person household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"52200";"2"
"New Zealand";"2001";"Total";"One-person household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"5832";"2"
"New Zealand";"2001";"Total";"One-person household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"19530";"2"
"New Zealand";"2001";"Total";"One-person household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"24723";"2"
"New Zealand";"2001";"Total";"One-person household";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"15108";"2"
"New Zealand";"2001";"Total";"One-person household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9306";"2"
"New Zealand";"2001";"Total";"One-person household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"175338";"2"
"New Zealand";"2001";"Total";"One-person household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"36870";"2"
"New Zealand";"2001";"Total";"One-person household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4956";"2"
"New Zealand";"2001";"Total";"One-person household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"83397";"2"
"New Zealand";"2001";"Total";"One-person household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"29841";"2"
"New Zealand";"2001";"Total";"One-person household";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"10656";"2"
"New Zealand";"2001";"Total";"One-person household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9618";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"809007";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"118989";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"567783";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"17874";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"53781";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"35274";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"15303";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"380913";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"36135";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"306708";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4230";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"17214";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9654";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"6972";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"428094";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"82854";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"261075";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"13644";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"36567";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"25623";"2"
"New Zealand";"2001";"Total";"Nuclear household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"8331";"2"
"New Zealand";"2001";"Total";"Couple with children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"356481";"2"
"New Zealand";"2001";"Total";"Couple with children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"39840";"2"
"New Zealand";"2001";"Total";"Couple with children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"293901";"2"
"New Zealand";"2001";"Total";"Couple with children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"855";"2"
"New Zealand";"2001";"Total";"Couple with children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"11652";"2"
"New Zealand";"2001";"Total";"Couple with children";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4980";"2"
"New Zealand";"2001";"Total";"Couple with children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"5253";"2"
"New Zealand";"2001";"Total";"Couple with children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"163029";"2"
"New Zealand";"2001";"Total";"Couple with children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"13344";"2"
"New Zealand";"2001";"Total";"Couple with children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"140211";"2"
"New Zealand";"2001";"Total";"Couple with children";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"303";"2"
"New Zealand";"2001";"Total";"Couple with children";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4587";"2"
"New Zealand";"2001";"Total";"Couple with children";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1884";"2"
"New Zealand";"2001";"Total";"Couple with children";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2700";"2"
"New Zealand";"2001";"Total";"Couple with children";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"193452";"2"
"New Zealand";"2001";"Total";"Couple with children";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"26493";"2"
"New Zealand";"2001";"Total";"Couple with children";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"153690";"2"
"New Zealand";"2001";"Total";"Couple with children";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"552";"2"
"New Zealand";"2001";"Total";"Couple with children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7068";"2"
"New Zealand";"2001";"Total";"Couple with children";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3099";"2"
"New Zealand";"2001";"Total";"Couple with children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2553";"2"
"New Zealand";"2001";"Total";"Couple without children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"329721";"2"
"New Zealand";"2001";"Total";"Couple without children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"39147";"2"
"New Zealand";"2001";"Total";"Couple without children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"263997";"2"
"New Zealand";"2001";"Total";"Couple without children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2517";"2"
"New Zealand";"2001";"Total";"Couple without children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"14487";"2"
"New Zealand";"2001";"Total";"Couple without children";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4698";"2"
"New Zealand";"2001";"Total";"Couple without children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4878";"2"
"New Zealand";"2001";"Total";"Couple without children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"193635";"2"
"New Zealand";"2001";"Total";"Couple without children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"15588";"2"
"New Zealand";"2001";"Total";"Couple without children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"164055";"2"
"New Zealand";"2001";"Total";"Couple without children";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1086";"2"
"New Zealand";"2001";"Total";"Couple without children";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7311";"2"
"New Zealand";"2001";"Total";"Couple without children";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2625";"2"
"New Zealand";"2001";"Total";"Couple without children";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2967";"2"
"New Zealand";"2001";"Total";"Couple without children";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"136086";"2"
"New Zealand";"2001";"Total";"Couple without children";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"23559";"2"
"New Zealand";"2001";"Total";"Couple without children";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"99942";"2"
"New Zealand";"2001";"Total";"Couple without children";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1428";"2"
"New Zealand";"2001";"Total";"Couple without children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7173";"2"
"New Zealand";"2001";"Total";"Couple without children";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2073";"2"
"New Zealand";"2001";"Total";"Couple without children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1908";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"122802";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"40005";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9882";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"14502";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"27645";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"25599";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"5175";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"24249";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7203";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2442";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2841";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"5316";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"5145";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1302";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"98556";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"32802";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7443";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"11661";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"22326";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"20451";"2"
"New Zealand";"2001";"Total";"Single parent with children";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3873";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"188679";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"82500";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"58116";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9402";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"18456";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"12336";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7869";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"80361";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"33600";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"30633";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1944";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"6408";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4188";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3582";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"108321";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"48900";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"27483";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7458";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"12048";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"8148";"2"
"New Zealand";"2001";"Total";"Non-nuclear household";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4287";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"92019";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"28389";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"40371";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4323";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"8634";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"6654";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3654";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"35181";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7878";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"20886";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"903";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2376";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1674";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1461";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"56838";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"20511";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"19482";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"3420";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"6255";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4977";"2"
"New Zealand";"2001";"Total";"A single family nucleus and other persons";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"2190";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"28107";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"6042";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"16533";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1065";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Total";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1737";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Total";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1581";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Total";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1146";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Male";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"11694";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Male";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1281";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Male";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"9039";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Male";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"195";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Male";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"408";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Male";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"306";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Male";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"465";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Female";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"16410";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Female";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4764";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Female";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"7494";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Female";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"870";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Female";"Divorced and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1329";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Female";"Married but separated";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1269";"2"
"New Zealand";"2001";"Total";"Two or more familiy nuclei";"Female";"Unknown";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"684";"2"
"New Zealand";"2001";"Total";"Other";"Total";"Total";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"68556";"2"
"New Zealand";"2001";"Total";"Other";"Total";"Single (never married)";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"48069";"2"
"New Zealand";"2001";"Total";"Other";"Total";"Married";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"1212";"2"
"New Zealand";"2001";"Total";"Other";"Total";"Widowed and not remarried";"Census - de jure - complete tabulation";"Final figure, complete";"2009";"4014";"2"
